reaction	GPR	score	normalized_score
R_XANt2pp	BHNFPM_02353	72.8	0.3
R_XPPT	BHNFPM_02409	239.0	0.9
R_XTSNH	(BHNFPM_00572 or BHNFPM_01772)	192.0	0.7
R_XYLANabc	(BHNFPM_01489 and BHNFPM_01490)	138.6	0.5
R_XYLI1	BHNFPM_01108	642.0	2.4
R_XYLI2	BHNFPM_01108	642.0	2.4
R_XYLK	(BHNFPM_00578 or BHNFPM_01109)	600.0	2.3
R_XYLabc	((BHNFPM_01088 and BHNFPM_02094 and BHNFPM_04181) or (BHNFPM_01489 and BHNFPM_01490))	158.76666666666668	0.6
R_XYLabcpp	(BHNFPM_01086 and BHNFPM_01087 and BHNFPM_01091)	320.6666666666667	1.2
R_XYLt2	BHNFPM_03952	167.0	0.6
R_YUMPS	((BHNFPM_00189 and BHNFPM_02074) or (BHNFPM_01961 and BHNFPM_02763) or BHNFPM_00657)	346.0	1.3
R_ZN2abcpp	BHNFPM_01197	395.0	1.5
R_ZN2t3pp	(BHNFPM_01297 or BHNFPM_03774)	133.0	0.5
R_ZN2t4	BHNFPM_03641	410.0	1.5
R_ZN2t4pp	BHNFPM_01789	71.0	0.3
R_ZN2t5	BHNFPM_01789	93.0	0.4
R_ZN2t6	BHNFPM_01789	93.0	0.4
R_ZNabc	((BHNFPM_02947 and BHNFPM_02948 and BHNFPM_03347) or BHNFPM_00507 or BHNFPM_00626 or BHNFPM_01197 or BHNFPM_03967)	373.0	1.4
R_ZNabcpp	(BHNFPM_00507 or BHNFPM_00626)	28.5	0.1
R_Zn2tex	BHNFPM_00649	67.4	0.3
R_pentso3abcpp	(BHNFPM_00261 and BHNFPM_00262 and BHNFPM_00263)	250.33333333333334	0.9
R_r0963	(BHNFPM_00186 and BHNFPM_00187 and BHNFPM_00188)	253.66666666666666	1.0
R_r2136	BHNFPM_02938	387.0	1.5
R_r2465_1	(BHNFPM_00478 or BHNFPM_03393 or BHNFPM_03774)	119.0	0.4
